director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Kasra Farahani,Laura Innes,Nik Dodani,Fred Huguez,Drama  Crime  Thriller  Horror,the good neighbor,Laura Innes Nik Dodani Fred Huguez Kasra Farahani Drama  Crime  Thriller  Horror
Pierre Salvadori,Audrey Tautou,Octave Bossuet,Vincent Elbaz,Comedy  Drama  Romance  Crime,the trouble with you,Audrey Tautou Octave Bossuet Vincent Elbaz Pierre Salvadori Comedy  Drama  Romance  Crime
John Lasseter,Cheech Marin,Michael Wallis,Owen Wilson,Animation  Comedy  Family  Horror,mater and the ghostlight,Cheech Marin Michael Wallis Owen Wilson John Lasseter Animation  Comedy  Family  Horror
Laurence Dunmore,Rupert Friend,Tom Hollander,Paul Ritter,Drama  Romance,the libertine,Rupert Friend Tom Hollander Paul Ritter Laurence Dunmore Drama  Romance
Garry Marshall,Maggie Gwin,Lauren McLaughlin,Nathan Moore,Drama  Comedy  Romance,georgia rule,Maggie Gwin Lauren McLaughlin Nathan Moore Garry Marshall Drama  Comedy  Romance
Stephen Herek,Myfanwy Waring,Adam Garcia,Spencer Sutherland,Fantasy  Comedy  Drama,afterlife of the party,Myfanwy Waring Adam Garcia Spencer Sutherland Stephen Herek Fantasy  Comedy  Drama
Carlo Verdone,Er Torella,Christian De Sica,Vittorio Zarfati,Comedy,talcum powder,Er Torella Christian De Sica Vittorio Zarfati Carlo Verdone Comedy
Gianluca Leuzzi,Paolo Di Caprio,Fernando Di Virgilio,Luigi Calagna,Family  Fantasy,me against you: mr. s's vendetta,Paolo Di Caprio Fernando Di Virgilio Luigi Calagna Gianluca Leuzzi Family  Fantasy
Randall Emmett,Donovan W. Carter,Emile Hirsch,Michael Beach,Crime  Mystery  Thriller  Action,midnight in the switchgrass,Donovan W. Carter Emile Hirsch Michael Beach Randall Emmett Crime  Mystery  Thriller  Action
Steven C. Miller,Lou Diamond Phillips,Kamdynn Gary,Sam Daly,Action  Horror  Thriller  Science Fiction,werewolves,Lou Diamond Phillips Kamdynn Gary Sam Daly Steven C. Miller Action  Horror  Thriller  Science Fiction
Mimi Cave,Katie Bruno,Jude Hill,Sophie Landry,Thriller  Mystery,holland,Katie Bruno Jude Hill Sophie Landry Mimi Cave Thriller  Mystery
Aki Kaurismäki,Evelyne Didi,"Myriam ""Mimie"" Piazza",Rudy Amyard,Drama  Comedy,le havre,"Evelyne Didi Myriam ""Mimie"" Piazza Rudy Amyard Aki Kaurismäki Drama  Comedy"
Lisanne Pajot,Edmund McMillen,Jonathan Blow,Phil Fish,Documentary,indie game: the movie,Edmund McMillen Jonathan Blow Phil Fish Lisanne Pajot Documentary
John Ford,Tim Holt,Jane Darwell,Jack Kenny,Western  Drama  Romance,my darling clementine,Tim Holt Jane Darwell Jack Kenny John Ford Western  Drama  Romance
James Foley,Donal Logue,Brian Van Holt,Melissa Lawner,Action  Comedy  Thriller  Crime  Mystery,confidence,Donal Logue Brian Van Holt Melissa Lawner James Foley Action  Comedy  Thriller  Crime  Mystery
Charles Binamé,Jon McLaren,Meaghan Rath,Jonathan Dubsky,Drama  TV Movie,cyberbully,Jon McLaren Meaghan Rath Jonathan Dubsky Charles Binamé Drama  TV Movie
Jang Cheol-soo,Baek Su-ryeon,Chun Young-min,Oh Yong,Thriller  Crime  Drama  Horror,bedevilled,Baek Su-ryeon Chun Young-min Oh Yong Jang Cheol-soo Thriller  Crime  Drama  Horror
John Lee Hancock,Tim Jackson,Jim Morris,John Williams,Drama  Family,the rookie,Tim Jackson Jim Morris John Williams John Lee Hancock Drama  Family
Paco Plaza,Chacha Huang,Erick Faulkner,Ileana Wilson,Drama  Horror,the grandmother,Chacha Huang Erick Faulkner Ileana Wilson Paco Plaza Drama  Horror
Justin Simien,Naomi Ko,Baratunde Thurston,Courtney Sauls,Comedy  Drama,dear white people,Naomi Ko Baratunde Thurston Courtney Sauls Justin Simien Comedy  Drama
Robert D. Krzykowski,Leslie Trentalange,Kelley Curran,Dennis Gray,Drama  Adventure  Fantasy  Science Fiction  War,the man who killed hitler and then the bigfoot,Leslie Trentalange Kelley Curran Dennis Gray Robert D. Krzykowski Drama  Adventure  Fantasy  Science Fiction  War
Amy Heckerling,Jimmi Simpson,Robert Miano,Meredith Scott Lynn,Comedy  Romance,loser,Jimmi Simpson Robert Miano Meredith Scott Lynn Amy Heckerling Comedy  Romance
Robin Aubert,Robert Brouillette,Patrick Hivon,Micheline Lanctôt,Horror  Drama  Science Fiction,ravenous,Robert Brouillette Patrick Hivon Micheline Lanctôt Robin Aubert Horror  Drama  Science Fiction
Ziad Doueiri,Rifaat Torbey,Carlos Chahine,Julia Kassar,Drama  Crime,the insult,Rifaat Torbey Carlos Chahine Julia Kassar Ziad Doueiri Drama  Crime
Claude Zidi,Mohamed Zinet,Raymond Bussières,Étienne Draber,Comedy,the under-gifted,Mohamed Zinet Raymond Bussières Étienne Draber Claude Zidi Comedy
Eli Craig,Blake Taylor,Dylan McEwan,Noah Craig,Horror  Mystery  Thriller,clown in a cornfield,Blake Taylor Dylan McEwan Noah Craig Eli Craig Horror  Mystery  Thriller
Elizabeth Wood,Eden Marryshow,Brendan Burke,Jermel Howard,Drama,white girl,Eden Marryshow Brendan Burke Jermel Howard Elizabeth Wood Drama
Wuershan,Wu Hankun,Xu Huanshan,Xu Chong,Action  Fantasy  War,creation of the gods i: kingdom of storms,Wu Hankun Xu Huanshan Xu Chong Wuershan Action  Fantasy  War
Sam Firstenberg,Willie Williams,Berto Spoor,Steve Cook,Action,american ninja,Willie Williams Berto Spoor Steve Cook Sam Firstenberg Action
Massimiliano Bruno,Ilenia Pastorelli,Virgilio Balistreri,Fabio Ferri,Comedy,all you need is crime,Ilenia Pastorelli Virgilio Balistreri Fabio Ferri Massimiliano Bruno Comedy
Nisha Ganatra,Eugene Cordero,Kyndra Reevey,Lena Drake,Romance  Comedy  Music  Drama,the high note,Eugene Cordero Kyndra Reevey Lena Drake Nisha Ganatra Romance  Comedy  Music  Drama
Alexandre Aja,Nels Lennarson,Fiona Vroom,Barbara Hershey,Mystery  Thriller,the 9th life of louis drax,Nels Lennarson Fiona Vroom Barbara Hershey Alexandre Aja Mystery  Thriller
Hélène Giraud,Suzy Wilson,John DeCantis,unknown,Animation  Adventure  Family,minuscule: valley of the lost ants,Suzy Wilson John DeCantis unknown Hélène Giraud Animation  Adventure  Family
Lesli Linka Glatter,T.S. Morgan,Rumer Willis,Devon Sawa,Comedy  Drama  Romance,now and then,T.S. Morgan Rumer Willis Devon Sawa Lesli Linka Glatter Comedy  Drama  Romance
Robin Bissell,Rae Olivier,Jeanette Branch,Lucius Baston,Drama  History,the best of enemies,Rae Olivier Jeanette Branch Lucius Baston Robin Bissell Drama  History
Travis Zariwny,Teresa Decher,George Griffith,Tim Zajaros,Horror,cabin fever,Teresa Decher George Griffith Tim Zajaros Travis Zariwny Horror
Carl Reiner,William Traylor,George Fisher,Adrian Ricard,Comedy  Science Fiction,the man with two brains,William Traylor George Fisher Adrian Ricard Carl Reiner Comedy  Science Fiction
Davy Chou,Ioana Luculescu,Eun-sun Jung,Park Ji-min,Drama,return to seoul,Ioana Luculescu Eun-sun Jung Park Ji-min Davy Chou Drama
Reginald Hudlin,Kelly Younger,Anjelah Johnson-Reyes,Danny Chon,Comedy  Fantasy  Family,candy cane lane,Kelly Younger Anjelah Johnson-Reyes Danny Chon Reginald Hudlin Comedy  Fantasy  Family
Otto Preminger,Richard LaMarr,Buck Bucko,Hank Mann,Adventure  Western,river of no return,Richard LaMarr Buck Bucko Hank Mann Otto Preminger Adventure  Western
Sylvain White,Barrett Ogden,Clayton Taylor,Don Shanks,Horror,i'll always know what you did last summer,Barrett Ogden Clayton Taylor Don Shanks Sylvain White Horror
Annabel Jankel,Leo Hoyte-Egan,Craig O'Hara,Ben Bradley,Romance  Drama,tell it to the bees,Leo Hoyte-Egan Craig O'Hara Ben Bradley Annabel Jankel Romance  Drama
Trey Parker,John Marlo,Toddy Walters,Shayla LaVeaux,Comedy,orgazmo,John Marlo Toddy Walters Shayla LaVeaux Trey Parker Comedy
Nishikant Kamat,Mrunal Jadhav,Ashish Warang,Tabu,Mystery  Thriller  Drama,drishyam,Mrunal Jadhav Ashish Warang Tabu Nishikant Kamat Mystery  Thriller  Drama
Stephen Chbosky,Liz Weinstein,Will Fitz,Maureen Mountcastle,Comedy,nonnas,Liz Weinstein Will Fitz Maureen Mountcastle Stephen Chbosky Comedy
Kevin Smith,Natasha Lyonne,Jack Depp,Christopher Drake,Comedy  Fantasy  Horror  Action,yoga hosers,Natasha Lyonne Jack Depp Christopher Drake Kevin Smith Comedy  Fantasy  Horror  Action
Sidney Poitier,Nicolas Coster,Peter Looney,Scott Perry,Comedy  Crime,stir crazy,Nicolas Coster Peter Looney Scott Perry Sidney Poitier Comedy  Crime
David Hogan,Candace Kita,Amir Aboulela,Mark Collver,Science Fiction  Action  Adventure,barb wire,Candace Kita Amir Aboulela Mark Collver David Hogan Science Fiction  Action  Adventure
Tony Scott,Rosa Radjune,Tomas Milian,Anthony Quinn,Thriller  Romance  Drama,revenge,Rosa Radjune Tomas Milian Anthony Quinn Tony Scott Thriller  Romance  Drama
Jean-Baptiste Andrea,Natascha McElhone,David Schwimmer,Paul Preston,Action  Comedy  Crime  Thriller,big nothing,Natascha McElhone David Schwimmer Paul Preston Jean-Baptiste Andrea Action  Comedy  Crime  Thriller
Sidney Salkow,Franca Bettoia,Umberto Raho,Ettore Ribotta,Science Fiction  Horror,the last man on earth,Franca Bettoia Umberto Raho Ettore Ribotta Sidney Salkow Science Fiction  Horror
Merzak Allouache,Olivia Dessolin,Catherine Frot,Yacine Mesbah,Comedy,chouchou,Olivia Dessolin Catherine Frot Yacine Mesbah Merzak Allouache Comedy
Sara Zandieh,Ethan Young,Amalia Yoo,Max Karz,Romance  Drama  Comedy,the other zoey,Ethan Young Amalia Yoo Max Karz Sara Zandieh Romance  Drama  Comedy
Michael Herbig,Geoffrey Rude,Ben Teichmann,Thomas Birnstiel,Thriller  Drama  History,balloon,Geoffrey Rude Ben Teichmann Thomas Birnstiel Michael Herbig Thriller  Drama  History
Christopher Nolan,Jeremy Theobald,unknown,unknown,Horror,doodlebug,Jeremy Theobald unknown unknown Christopher Nolan Horror
Lawrence Fowler,Talfryn Lewis,Liz Fowler,Stacey Lynn Crowe,Horror,the jack in the box,Talfryn Lewis Liz Fowler Stacey Lynn Crowe Lawrence Fowler Horror
Stéphane Foenkinos,Ronny Pong,Pom Klementieff,Philippe Hagège,Drama  Comedy  Romance,delicacy,Ronny Pong Pom Klementieff Philippe Hagège Stéphane Foenkinos Drama  Comedy  Romance
William Lustig,Abigail Clayton,Billy Spagnuolo,Janelle Winston,Horror,maniac,Abigail Clayton Billy Spagnuolo Janelle Winston William Lustig Horror
Pascal Légitimus,Peter Hudson,Sabine Pakora,Didier Bourdon,Comedy,the three brothers: the return,Peter Hudson Sabine Pakora Didier Bourdon Pascal Légitimus Comedy
W.D. Richter,Damon Hines,Laura Harrington,Vincent Schiavelli,Science Fiction  Comedy  Adventure  Romance,the adventures of buckaroo banzai across the 8th dimension,Damon Hines Laura Harrington Vincent Schiavelli W.D. Richter Science Fiction  Comedy  Adventure  Romance
Paul Thomas Anderson,Jesse Bechard,Maxime Lachuame,Shawn Ahern,Music,anima,Jesse Bechard Maxime Lachuame Shawn Ahern Paul Thomas Anderson Music
Yeon Sang-ho,Lee Joon,Ryu Seung-ryong,Shim Eun-kyung,Animation  Horror  Science Fiction  Action  Thriller,seoul station,Lee Joon Ryu Seung-ryong Shim Eun-kyung Yeon Sang-ho Animation  Horror  Science Fiction  Action  Thriller
Robert Bierman,Jennifer Beals,John Epperson,Robyn Knoll,Comedy  Horror  Crime  Fantasy,vampire's kiss,Jennifer Beals John Epperson Robyn Knoll Robert Bierman Comedy  Horror  Crime  Fantasy
Adele Lim,Desmond Chiam,Kalayna Kozak,Lana Jalissa,Comedy,joy ride,Desmond Chiam Kalayna Kozak Lana Jalissa Adele Lim Comedy
Jerry Rees,Judy Toll,Phil Hartman,Louis Conti,Animation  Adventure  Fantasy  Family,the brave little toaster,Judy Toll Phil Hartman Louis Conti Jerry Rees Animation  Adventure  Fantasy  Family
Carol Reed,Mark Lester,Robert Bartlett,Ian Ramsey,Drama  Family,oliver!,Mark Lester Robert Bartlett Ian Ramsey Carol Reed Drama  Family
Ang Lee,Caitlin FitzGerald,Nick Taylor,Christina Kirk,Music  Comedy  Drama,taking woodstock,Caitlin FitzGerald Nick Taylor Christina Kirk Ang Lee Music  Comedy  Drama
Ken Scott,Sébastien Beaulac,Léa-Marie Cantin,Dominique Dufour,Comedy,starbuck,Sébastien Beaulac Léa-Marie Cantin Dominique Dufour Ken Scott Comedy
Jafar Panahi,Jafar Panahi,Majid Panahi,Nasrin Sotoudeh,Comedy  Drama,taxi,Jafar Panahi Majid Panahi Nasrin Sotoudeh Jafar Panahi Comedy  Drama
Pierre Morel,Masayoshi Haneda,Charles Nishikawa,Rupert Friend,Action  Thriller  Crime,canary black,Masayoshi Haneda Charles Nishikawa Rupert Friend Pierre Morel Action  Thriller  Crime
D.J. Caruso,Joely Fisher,Melissa Eastwood,Kate Beckinsale,Horror  Thriller,the disappointments room,Joely Fisher Melissa Eastwood Kate Beckinsale D.J. Caruso Horror  Thriller
Sean Byrne,Nathan Gordon,Jai Courtney,Mike Goldman,Horror  Thriller,dangerous animals,Nathan Gordon Jai Courtney Mike Goldman Sean Byrne Horror  Thriller
Christian Petzold,Sofia Exss,Eva Bay,Michael Maertens,Drama,phoenix,Sofia Exss Eva Bay Michael Maertens Christian Petzold Drama
Bobby Farrelly,Luke Chiappetta,Travon McEntyre,Kyle Gass,Comedy  Fantasy,dear santa,Luke Chiappetta Travon McEntyre Kyle Gass Bobby Farrelly Comedy  Fantasy
Michael Keaton,Alison Acosta,James Croak,John Hoogenakker,Action  Crime  Thriller,knox goes away,Alison Acosta James Croak John Hoogenakker Michael Keaton Action  Crime  Thriller
Arthur Qwak,Elias Eliot,Philippe Nahon,Amanda Lear,Animation  Family,dragon hunters,Elias Eliot Philippe Nahon Amanda Lear Arthur Qwak Animation  Family
Claudio Fragasso,Michael Stephenson,Connie Young,Deborah Reed,Horror  Fantasy,troll 2,Michael Stephenson Connie Young Deborah Reed Claudio Fragasso Horror  Fantasy
Sherry Hormann,Michele Thevenet,Nick Raio,Nigel Betts,Drama,desert flower,Michele Thevenet Nick Raio Nigel Betts Sherry Hormann Drama
Michael Moore,Jeb Bush,Vladimir Putin,Jim Acosta,Documentary,fahrenheit 11/9,Jeb Bush Vladimir Putin Jim Acosta Michael Moore Documentary
Takashi Miike,Kayoko Fujii,Goro Kishitani,Shinichi Tsutsumi,Horror  Mystery  Fantasy,one missed call,Kayoko Fujii Goro Kishitani Shinichi Tsutsumi Takashi Miike Horror  Mystery  Fantasy
Alberto Corredor,Saffron Burrows,Svenja Jung,Felix Römer,Horror,baghead,Saffron Burrows Svenja Jung Felix Römer Alberto Corredor Horror
Morgan J. Freeman,Neil Crone,Michael Kremko,Kim Poirier,Horror  Thriller,american psycho ii: all american girl,Neil Crone Michael Kremko Kim Poirier Morgan J. Freeman Horror  Thriller
Tony Jaa,Tony Jaa,Sorapong Chatree,Dan Chupong,Action  Adventure  History,ong bak 3,Tony Jaa Sorapong Chatree Dan Chupong Tony Jaa Action  Adventure  History
Simon Cellan Jones,Peter Parker Mensah,Michelle Monaghan,Amber Doyle,Action  Comedy,the family plan 2,Peter Parker Mensah Michelle Monaghan Amber Doyle Simon Cellan Jones Action  Comedy
Sergio Castellitto,Sven Medvešek,Luca De Filippo,Jane Birkin,Drama  Romance  War,twice born,Sven Medvešek Luca De Filippo Jane Birkin Sergio Castellitto Drama  Romance  War
Bonnie Hunt,Tamara Tungate,Adam Tanguay,Don Lake,Romance  Comedy,return to me,Tamara Tungate Adam Tanguay Don Lake Bonnie Hunt Romance  Comedy
Andrew Lau Wai-Keung,Wong Sam-Yue,Simon Cheung Yuk-San,Ho Ka-Ming,Action  Thriller  Crime,infernal affairs ii,Wong Sam-Yue Simon Cheung Yuk-San Ho Ka-Ming Andrew Lau Wai-Keung Action  Thriller  Crime
Céline Sciamma,Warren Jacquin,Barbara Renard,Esther Sironneau,Drama  Romance,water lilies,Warren Jacquin Barbara Renard Esther Sironneau Céline Sciamma Drama  Romance
Alfred Hitchcock,Heather Angel,Mary Anderson,John Hodiak,War  Drama,lifeboat,Heather Angel Mary Anderson John Hodiak Alfred Hitchcock War  Drama
Charles Stone III,Nia Jervier,Anjelika Washington,L. Warren Young,Comedy,step sisters,Nia Jervier Anjelika Washington L. Warren Young Charles Stone III Comedy
Trey Parker,Delilah Kujala,Matt Stone,Mona Marshall,Animation  Comedy  TV Movie,south park: post covid: the return of covid,Delilah Kujala Matt Stone Mona Marshall Trey Parker Animation  Comedy  TV Movie
Martin Campbell,Ray Liotta,Kevin Dillon,Ron Vreeken,Action  Drama  Science Fiction  Thriller,no escape,Ray Liotta Kevin Dillon Ron Vreeken Martin Campbell Action  Drama  Science Fiction  Thriller
Kirk Wong Chi-Keung,Christina Applegate,Avery Brooks,Danny Smith,Action  Adventure  Comedy  Crime  Thriller,the big hit,Christina Applegate Avery Brooks Danny Smith Kirk Wong Chi-Keung Action  Adventure  Comedy  Crime  Thriller
Uwe Boll,Mark Brandon,Pale Christian Thomas,Nicholas Fascione,Action  Crime  Thriller,rampage,Mark Brandon Pale Christian Thomas Nicholas Fascione Uwe Boll Action  Crime  Thriller
Kaneto Shindō,Jūkichi Uno,Hiroshi Tanaka,Nobuko Otowa,Horror,onibaba,Jūkichi Uno Hiroshi Tanaka Nobuko Otowa Kaneto Shindō Horror
Darnell Martin,Marc Bonan,Tyler Humphrey,Kevin Mambo,Drama  History  Music,cadillac records,Marc Bonan Tyler Humphrey Kevin Mambo Darnell Martin Drama  History  Music
Cindy Chupack,Molly Bernard,Emily Tremaine,Felicity Huffman,Comedy,otherhood,Molly Bernard Emily Tremaine Felicity Huffman Cindy Chupack Comedy
Blake Edwards,Michael Ward,Sue Lloyd,Valerie Leon,Comedy  Crime  Mystery,revenge of the pink panther,Michael Ward Sue Lloyd Valerie Leon Blake Edwards Comedy  Crime  Mystery
Halle Berry,Adrian Collins,Valentina Shevchenko,Julie Kedzie,Drama,bruised,Adrian Collins Valentina Shevchenko Julie Kedzie Halle Berry Drama
Charlie Chaplin,Adolf Hitler,Helene Heigh,Catherine Price,Comedy  Crime  Drama,monsieur verdoux,Adolf Hitler Helene Heigh Catherine Price Charlie Chaplin Comedy  Crime  Drama
Billy Ray,Phillip Cole,Bill Rowat,Chloë Sevigny,Drama  History,shattered glass,Phillip Cole Bill Rowat Chloë Sevigny Billy Ray Drama  History
Stephen Herek,David Shawn Michaels,Logan Duncan,Sydney Lassick,Comedy  Family,don't tell mom the babysitter's dead,David Shawn Michaels Logan Duncan Sydney Lassick Stephen Herek Comedy  Family
Sam Peckinpah,Irfan Mensur,Hermina Pipinić,Igor Galo,Drama  Action  History  War,cross of iron,Irfan Mensur Hermina Pipinić Igor Galo Sam Peckinpah Drama  Action  History  War
Joel Hopkins,Jordan Jones,Vanessa Guide,Alan Fairbairn,Comedy  Romance  Drama,the love punch,Jordan Jones Vanessa Guide Alan Fairbairn Joel Hopkins Comedy  Romance  Drama
Roman Polanski,Jolanta Umecka,Anna Ciepielewska,Leon Niemczyk,Drama  Thriller,knife in the water,Jolanta Umecka Anna Ciepielewska Leon Niemczyk Roman Polanski Drama  Thriller
Brandon Vietti,Audrey Wasilewski,Charlie Weber,Kari Wahlgren,Animation  Action,dc showcase - batman: death in the family,Audrey Wasilewski Charlie Weber Kari Wahlgren Brandon Vietti Animation  Action
Yasujirō Ozu,Haruko Sugimura,Ichirō Shimizu,Chishū Ryū,Drama,late spring,Haruko Sugimura Ichirō Shimizu Chishū Ryū Yasujirō Ozu Drama
Rodrigo Sorogoyen,Pedro Lozano,Max Marieges,Malva Vela,Thriller  Mystery  Drama,the realm,Pedro Lozano Max Marieges Malva Vela Rodrigo Sorogoyen Thriller  Mystery  Drama
St. Vincent,Melanie Lynskey,Peter DaCunha,Jonathan Lansky,Horror,xx,Melanie Lynskey Peter DaCunha Jonathan Lansky St. Vincent Horror
Kelly Asbury,Keith Harrison,Susana Raposo,Steven Schweickart,Animation  Music  Family  Comedy,uglydolls,Keith Harrison Susana Raposo Steven Schweickart Kelly Asbury Animation  Music  Family  Comedy
William Lau,Saffron Henderson,Peter New,Kelly Sheridan,Animation  Family  Fantasy  Romance,barbie fairytopia: magic of the rainbow,Saffron Henderson Peter New Kelly Sheridan William Lau Animation  Family  Fantasy  Romance
Rémi Bezançon,Bastien Bouillon,Hanna Schygulla,Fabrice Luchini,Drama  Comedy,the mystery of henri pick,Bastien Bouillon Hanna Schygulla Fabrice Luchini Rémi Bezançon Drama  Comedy
Christian Cantamessa,Djimon Hounsou,Meredith Hama-Brown,Steve Burgess,Science Fiction  Thriller,air,Djimon Hounsou Meredith Hama-Brown Steve Burgess Christian Cantamessa Science Fiction  Thriller
Mario Bava,Massimo Righi,Heidi Stroh,Nadia Anty,Horror  Thriller  Mystery,blood and black lace,Massimo Righi Heidi Stroh Nadia Anty Mario Bava Horror  Thriller  Mystery
Mira Nair,Ivan Jacobo,Nicolas Levesque,"Taryn ""Kay"" Kyaze",Drama,queen of katwe,"Ivan Jacobo Nicolas Levesque Taryn ""Kay"" Kyaze Mira Nair Drama"
Phillip Noyce,Todd Collins,David Reale,Sierra Maltby,Thriller,the desperate hour,Todd Collins David Reale Sierra Maltby Phillip Noyce Thriller
